blogs,points
哈哈法三是重头戏，慢慢等，我要看子珊,5
"我是林俊老师,我现在开始有微博.",0
时代华商最帅的授课老师--林俊老师开始围脖啦！,1
有钱银啊~！,1
要是有钱就不用视情况了,3
我觉得应该是土耳其布丁，哈哈！,1
又喝嘛老，管哈撒,3
那就多喝点…残残……,2
越想越火大'我不脑残'老子怒了',4
同学仔吾开心一定要陪啦！难道会去陪点无赖莫！,5
巴屎秘…话是我无赖，眺…,4
大不了丢在西湖边,0
是钱塘江边。唉，心有余悸。,2
真的很好吃、不骗你……,1
嗯哥哥相信丫头的厨艺。只是外形实在不给力啊,1
没有,0
怎么不去医院？？,4
做尖，日七你啊,0
嘻嘻。多锻炼啊。下星期又要吃自助餐,5
看到莫有？,0
有被你雷到差点没雷死我,4
没得没得，粉丝都没够,2
不食饱睡好哪里来精神刷粉,3
你心疼我不啊,2
心疼啊，但是我高兴我现在比你白,2
还带了耳机听音哟,0
"面对现实吧!助听器而已,你以为造型潮一点它就不是?",3
吴恩你看我们什么时候去拍吧,0
好！好！好！,1
我已然洒了！！,2
看到飚哭了没？,2
两人拼穷呢..,3
哈哈小胡刚接的这单不算小单哟你提成高的吓人,5
哈哈哈好可爱啊受不了了受不了了,5
哈哈。我也想你得很。,5
你们在哪里开的啊，真有韵味的地方,1
哈哈，简阳人民欢迎你,5
赞同!,1
给力啊！,1
算你妹算……,3
不算了，算不出,3
哈哈哈，这是皇家理工大学的建筑,5
难看啊…我不爱绿色,2
还有这样的朋友？,0
你都没发表言论。我怎么去？,4
不用知道。,0
因为人是相互联系的。,0
百变小生杜淳。你是最棒的。我们永远支持你,1
迷迷内先抢到时抢到了再把额怎木样,4
你可以开免提啊！！,1
"太吵呀!我都不想干了,我怕我耳朵会因此废掉!",2
明天能行吗？紧张不？,2
恩我都快紧张死了！！！,2
嗳哟！这个鼻子很嫩的嘛！,1
给你个全露的你是不是更开心~？,5
还有太…上…皇,2
好的，太皇太后，我懂了~,1
请问采访完后是米可以送我去我想去既目的地架。,0
采访是在送你去目的地过程中完成的,0
您开始学习，如果需要这方面的知识，我愿意和您分享。,0
谢谢您！有需要一定向您请教。,1
是给你做助理么？,0
不是助理，是向我汇报。,0
军训辛苦吗？,2
今天下雨还好。下午肯定辛苦。,5
那我也,2
谢谢你的真诚，嘿喂够。,1
19岁肯定斗不过老油条的正常,0
用得着斗嘛，还不是被白吃，现在的妞，傻成什么样都不可怜,3
好想食啊，唔该打包,1
点打喔。成六个钟吖。吖乐关注左我喔,5
嘈嘛么！！,4
头晕了字都不会打了…有种食物中毒的感觉…,3
哇哇，说得是多有诱惑力啊。,1
弘门一鹤说的精辟,0
走去清华买奶茶去,0
僧多茶少啊,0
就是鱿鱼丝~鱿鱼丝逗号饼干,0
哎。。我还兴奋了一下~,2
在丽湾自助餐吃过..不错.,1
呵呵~是么~,5
我就是看到她哭啊，我以为是感冒或者不舒服，可是为什么没澄清、,2
湖南台一向都是这样，不知道又有多少观众误解了谢谢博主的支持十分感谢,1
你哪天不买医保社保就说明你摆脱被洗脑了……,4
那是政府给的，怎么能不要呢~我是良民~,4
现在就跟没有一样……,0
伤心了肿么会,2
哈哈，差不多出现的啦……,5
走左啦,0
亲，为什么要送给我呢？我那么惨？,2
让你们老板放你假喽！哈哈哈…,5
后面那个是你把,0
后面那个是你小名，,0
各种羡慕啊,1
呵呵这边确实很不错哦空气尤其好,1
嘿哦以毒攻毒乐巢起,5
你以为我不想去吗？？？,4
牙刷，好强悍！,1
怎么办嘛给我出点意见撒,4
0.0你可以把你爸爸给了,0
额。我的衣食父母哇。我不舍得。,2
一坨便便,0
今天公布答案！敬请留意！,0
妈呀，你突然出现我感到很意外,2
怎么那么惊讶，难道允许你淑女，就不允许我儒雅一次吗？尽管我是伪儒雅,3
4个女猪脚都满有名的,0
不熟啊完全不熟台北那女人一上台蛮多人去上厕所,3
是因为我们说上海话所以没有被罚么…,4
对的…听不懂在骂人…,3
哟哟，谢谢！你喊我妈喊什么来着？,5
严格的应该叫姨吧？！但是具体是堂姨还是表姨我就搞不清楚袄,3
哎呀呀呀，我错过了呀,5
早几年看到这条微薄也许还有戏！,2
我是新闻出身,4
差点忘了。对，是新闻出身的广告人。,3
人生重要的不是所站的位置，而是所朝的方向。,0
哈哈哈，同感，。,5
投票对结果有多大影响，这个能不能作弊的？,0
也就占个百分之四十吧，还有专家听评呢！怎么个作弊法呢？,3
"吼吼,你溜啦?一大堆的帅哥到处找你呢!",3
一觉醒来日过杆头，被另一群男士抓来喝茶,0
时时在修，事事在悟！真心必有正果！,1
最近强烈感觉到我们的企业，伙伴们魅力超群！,1
想着都一头大汗。,0
希望明天能好起来,1
哈哈你看你恨嫁的呀!,5
哎。。可怜我现在对象啊么有,2
你咋能喊我去屎呢?,4
是喊你去屎不是吃屎,4
真的假的？看来我得买几颗,4
呵呵，要青春永驻啊！,1
你们是子琪最大的幸福，谢谢你们！,5
谢谢支持~~,1
你说了```,0
我说我嫂子，又不是说我，你这人弄不领情的,3
切~缩！,0
弄懂撒这不是缩我是为了你的人参安全着想！,3
心中若有佛，佛自在心中,1
可惜很多人心中都没有佛，所以需要诗词的提醒,2
眼睛渴了，真是感动,2
眼睛渴了，，我想回哝了,2
老兄如此感慨呀！,5
哈哈别人说的话，感觉很有道理哟！,5
长幼有序岂可胡乱为之,0
你也太老土了我们家属你最有看头前途璀璨的早结早好,3
哎。就是白选啊。悲剧了,2
苦逼啊，今年还没穿过凉鞋,2
要我也不给,2
小孩儿太可怜了，而且那女的面相不坏看着。,2
谁陪你啊？,2
木有人陪我，我的牛郎扔下我一人回家了，桑心！,2
我懂，我懂他们。哈哈,0
你今晚做了什么发型.,0
嗯嗯，好孩子现在懂了吧？,5
还是不懂，想不出全面不全面很烦不烦有什么关系,3
一点点。,0
贺昕小盆友长大了，开始有秘密了,0
不知者无罪，呵呵,0
嘿嘿…那好吧…,5
少爷，军工路海鲜了,0
啊？你？你师父让我叫你的,4
哪天中午我请大伙去，负责交通和买单！！,4
好好好，我要最贵的那种。,1
说，谁？？,0
很多人都懂的，你也不例外吧,0
很有道理性,1
哈哈阿哥你混的可以好啊？,5
前两天围脖上有人说此人是周立波现在的妻子胡洁的前夫。,0
哥们儿，你的这句话太欢乐啦，绕得我眼晕哈哈,5
哪有那么忙哦。。,0
真的啊，记录都没来得及写，好乱哦！,2
"嗨,姐们,我们都身不由己啊,照顾好自己",5
尼玛周末我休息你打电话给我,4
不会骂人才有才奇怪呢,3
骂不出口丫！,4
"请问哪里有得买,我是广州的,我一直在等.",1
过两天会公布购买地址,0
小秦吧？真帅哈哈,1
据说，此人现在积水潭接受救治,0
是也太非主流了吧,3
机电10届果个仲非主流啦,0
嗯嗯…,5
悲哀啊！,2
希望你不要用诚恳的态度耍无赖，这是对诚恳的亵渎。,1
我有骂人的权利，你有听着难过的反骂回来的权利。诚恳不是我家亲戚。,4
卡二，九点半，我还怕你忘了呢,2
不会的…准备受死…外加恭喜我…,5
极品，要收藏，知道不,1
每当欲火焚身之时，马上点开来看，哇，世界清静了,1
经常看到有小孩子刷老人卡的，感情要么停止生长了，要么提前早衰了~,2
钱在某些人眼里比脸面重要！,3
8点就营业了啊？,0
对啊，今天特别早。就是给电影远搞的。,3
是美白的还是？,0
你好请联系哈,0
他看不见，他裸女去了。,0
你们两口子真是人间奇葩！我跟你们比起来单纯的都吐奶！,4
噢噢…我都系,2
哈哈，同学窝,5
我的意思是，她是大葱。,1
啥子地方又得罪你们咯？,3
得了吧，这个词一向都不适合用在我身上，哈哈,0
哎。可怜了你手下那些孩子啊…,2
我晓的，很早就说没有他的嘛,0
帕托，24秒，开挂了,0
哈哈，真的也,5
明天带2只耳朵来上班,0
什么时候什么时候啊,0
小道是说问鼎天下，不知道真假,0
如果你想，肯定会有的,1
那么我希望会有那么一天,1
这是?,0
哈哈哈帅吗这是高君宇,5
咋这么潇洒！何时回啊？,1
"哈哈:我没出去啦,是分享周科发回的成果罗.",5
我们老家的奇石你要的话我送你,2
谢谢你的慷慨！,1
还有这事？唉，真是！,2
至于你们信不信，我反正是信了。,4
有没小聚一下啊?,2
寒暄了几句。,0
华姐哪有空搭理你,0
包包带派不？！华姐理我了哈哈！,5
有完没完，对一个问题女青年做这么多报道！,0
有问题九不能报了？什么混蛋逻辑,4
这段话我喜欢……,1
我也喜欢！,1
哈哈我在东部华侨城呢。这边下雨了,5
听说那里很漂亮！好好玩,1
你有点宝呗,3
这是祝福！你有点宝呗~,1
规划留给后面做工程的人空间实在大，5年后可以拆掉重盖,0
修改的余地。呵呵。不是城管那种拆迁工程,3
什么？什么？,4
我不说我偷乐,4
恩一举多得呀,1
哈哈，我一个星期内瘦了三斤,5
是的是的是的！可怜了我的小可爱……,1
恩那被，你的小可爱最后那首歌发挥的很不错的。,1
哈哈开玩笑的，不要当真。到时候肯定来接你们放心,5
那我在此多谢叶美女了。哈哈==,1
呃，难道你喜欢叠被子,1
我喜欢你那个“反正”句型因为我也说过。,1
喜欢这样的打扮。,1
你问人家干不嘛？,3
你来北京塞。,0
哎知道我不能,2
会不会是时间睡懒觉去了~~,0
铁道部啥事干不出来,3
你还边收边发围脖么,0
发了再去收。衣服都湿了。我对不起我相公。,2
呃太口语化的英语我反而看不懂了。。。,3
所以你到国外就不行了嘛~所以我在国内考英语也不行了嘛~,3
每日一喷啊,0
要不你也来一起喷喷这个伪君子？,3
可怜！！还好我到家了,2
郁闷，超级郁闷，我也想在家！,2
情毒难拔！,3
好文采到,1
好吧吉他哥等着听你的吉他弹唱《外面的世界》,1
哪有好老师，给哥介绍一个，哥这一身文艺气息憋坏了,3
琳姐又吾舒服吖~注意身体,1
可能贪玩造成噶，又流鼻血又发高烧，惨爆啊,2
没明白,2
看过<盗梦空间>吗?,0
生快啊，我为了你的生日专程从土国飞回来啦,2
真的假的阿！你们都回来了！咱们开看片会吧！,4
结婚？,0
买个漂亮的戴，嘿嘿,1
请问到哪个网站上看啊？谢谢,4
点击进入博客，博文内有链接可直接收看。,0
人生的价值在于为他人提供了多大的价值,0
人生的价值在于为他人提供了多大的价值,0
就是卖相有点……,3
照片失真了，味道超好的。,1
真的很厉害,2
谢谢您的夸奖啊！祝您快乐！,1
坑爹的在上海的阿,4
就是嘛。同济大学，别弄错了啊,3
你们每次都挤我，我都要摔下床了！,4
哈哈'爱你,5
广佛同城，乐坛一家亲！,1
绝对赞成！,1
臭猫。老他妈咬我。,4
那你又要去喂，真咬吗？你说的确定是猫吗？,4
不会不会，东北爷们儿去哪啦？,1
他去月亮上了要去很久很久，不知道还回来不。,2
何老师您就别拿着证书了，您应该拿鉴定师证书。。这样我们就好办了,3
真专业真有爱,1
那你跟谁结婚呢？,0
这不没人么呵呵寻求一位,3
怀念哥哥,2
陈凯歌夫妇间的对话也让我感动，这才是真正的爱情,5
幸福的银啊。不用上班逛来福士,5
难般滴！嘿嘿…,5
跑车那么难卖啊,2
很难啊，阿尼！,2
哎呀~你讨厌~~这么了解我,3
当然啊！我是重胃口的小嫂子，你是重胃口的小姑娘伢！,1
哈哈哈！又遇见了,5
哈哈讨厌我加你哈亲爱的,5
还木有去报道就威胁经理喷油了啊，不错嘛,1
哈哈，我关系上级同事，并无威胁之意列。,5
真滴很好玩啦,5
微博好像聊天室喔,0
可怜啊,2
"唉,要认真读书.不然就有的后悔了",2
最右边那个是不是你啊？？,3
是撒他们专门找张我最哈的心机女儿些,1
九江的儿，遍布天涯~~,0
真是感慨啊~,2
晕你有病呀别瞎说我是开心可以参加你婚礼撒,5
哈，当然晓得啦，我也很开心的内,5
原来你是孤单,0
羡慕嫉妒恨。空虚寂寞冷。,2
提前生日快乐祝你波大萝大越大越靓女越大越沟死仔阿黄明穗黄佳宜,1
哎哟哈哈谢谢啦你也是,5
噢。在电影里看见过那种。哈哈。,5
电影里？我们单位可是空难片的二号男主角啊~,3
撒子情况,0
她奶奶个熊、泰拳版十五二十！,0
嗯，就考前集中补两次，应试呗,0
分乱扒，米乱拉！,3
老乱,3
我诅咒死这帮死逼样子,4
跟住去边啊？靓仔到啊,4
睇变3睇到凡哥训著左啊!距要返屋企再饮过喔!,1
过中秋不用这么无聊吧！你刷屏呢！,3
嘻嘻，没有啦！,5
哈哈，你罪过大了,5
哈哈。她要各种颜色的铂金包。等我红了再补偿她。,5
外交上政党不能代表国家。,3
他们有中联部，老人家。,0
美女我听到拉你那个嗓子下次唱之前打个招呼哈哈估计我同事也听到啦,5
我的老天，我丢人了！,2
天。你又疯喔…,5
哈哈哈我们在逗狗还有一张狗牙齿勒特写我没敢发上来怕人家说我们虐狗~,5
卜小姐完全是越输越怕输，越撒输就越输啦,3
讨厌讨厌你们都是坏人，老拿我过度,4
好开心,1
哈哈…阿密要做广告新星了,5
我说我在摸内内的边，你信吗,4
你信不信反正我是信了,4
太专业的单词记不住也不需要，呵呵，基本的用词多用就记住了啊,1
正在开始学,0
嗷！小宝你最好了！我现在去重录纨绔了！,1
"嘿嘿，我先就寝了明天尼玛早晨七点四十以前到校,比平时上学点只晚十分钟",5
安武林，特地来看你的微博了哈~,5
哈，谢谢,5
而且。。。猪要比狗还聪明啊,3
猫姐说了句大实话,0
一杆子给我支明年去了是吗。。。,2
哈哈哈是滴,5
随缘啦！如果系埋一齐有隔膜的话，就无谓系埋一齐了！,1
或者系遇到岩既人但吾系岩既时间啦,0
我的飞机现在飞到杭州去了，上海降落不了,2
你哪飞来？上海咋了?别我也飞杭州啊!,4
咱一起泡温泉去！,5
啥时去啊?哈哈.,5
哎呀，看不出什么异常啦，好看得很~,5
丑死啦丑死啦~我不想见人了~~,4
明天就教,0
哈哈哈，好,5
哈哈哈，你去买呗！,5
去嘛！我给你打折！,4
平常心哈！不要把这些看得太重了！,1
哎，现在还有什么办法啊，就这样吧!,2
友谊不会变！,0
天会黑，人会变。,0
这位歌手辫子好长哟,1
人家是搞艺术的，好伐！,3
鸡总，您头像很像神兽啊。,1
为什么你们知道我是谁？难道惊动中央了吗？,4
重庆！你去宝轮寺求个签吧，巨准！,3
我不搞封建迷信。。。,3
有点艰难啊~,2
是呀，好难-。,2
嘿嘿我又看了几件，上线跟你讨论讨论,5
我在痛苦的复习呢，等明个上线扣你吧,2
不是我我从没徘徊过,2
说话大气，咋不认帐,3
要找李行长特行长说哈子这个事哦,0
特行长已经帮我去解决了，天朝还是关系最重要啊！,3
这个你给广东朋友看他们吃这个的。,3
广东的朋友们，你们吃这个嘛？？,3
红玫瑰牌苹果？,1
这个苹果的名字叫红玫瑰,0
双鱼还算可以,1
主动做家务？,0
话说刚刚才留意到头像是喜庆堂拍的照片。。。,0
哈哈美吧乌镇给你心里想要的，只有你所想不到的意外之喜,5
送上一个囧字,0
我家娜娜好看吧，哼！,1
希望能大跌起来,1
为啥盼着跌呀？,2
嗲不起只能义气，哎。,2
看自己选择咯,0
去之前要联系什么的吗？,4
请加入校友群173235231，在上面提前知会群主即可,0
她连妈妈都不会叫,0
"它爹呢,咋不管管这娘俩",4
还有贵不贵,3
其实我很倾向中式点菜。西餐无爱啊!,3
哦不知今天是怎么了就是总掉线,0
那不是电脑的事吧，网络运营商的事,3
必点啊！还是觉得你去那地比较牛,1
不一样的风格，好吃就行！,1
小心把大师灌醉,0
哈哈！真的好久没这么喝了~不过很开心的。,5
你说的对，外公“大公无私”啊,0
哈哈哈，优良基因够给偶们了,5
感觉好假呢…！,2
我就快生日啦，送神精榜单行本全套给我吧,5
炯哥很帅。我会记得这四个字,1
哈哈哈，谢谢,5
好想吃你烧的菜哦,1
哈哈，,5
我们家的大门也为你永远敞开。,1
都不要我来你和你们宇哥家蹭饭,4
那你祈祷领导们都休假，,0
我现在开始做法，哈哈哈,5
以后有好东西我就发给你，跟你拼了！,3
哈哈，拼就拼，我一到半夜12点就发给你看！,5
我也是,2
不要脸，干吗学我,3
你不是一直说你年轻吗,1
我是外表清纯内心成熟哈,1
哈哈哈，笑死我了,5
哈哈！！太牛逼了。,5
我的意思是直接强吻不用废话,3
哈哈！,5
好在我在你眼里不是女的,2
那你是男的。哦…你和衣服搞基,3
当然贵啦呜呜,1
可是一般这样涉及出国的班都是挺贵的,3
我早晨仍然没有买到，呜…,2
偶买到啦……你下班可以去买…,5
假期里面就能看到啦~,5
大步要加油哦！,1
哈哈早呢早呢,5
不是追求粉丝数，是好奇和期待“我爱琳”这个人,1
你们竟然去聚餐了！！！,4
我是去围观他们搞基的,4
猪你想不开么,0
被你们逼疯的~,4
群里一大堆朋友在对骂的也不在少数了,0
你不骂我哼,4
比赛?,0
矮油。这不是参赛选手中的前辈嘛。,3
也适合现在的我,0
怼，我忘记了你暂时不回去,2
那肯定是散,1
龟儿这种人逮到就应该弄凶，法律收拾他个人，道德搞死他九族！,3
我啊要切,2
来嘛。。。做给你吃呀,3
生得光荣，醉得伟大,1
能喝是福，会醉见诚。,0
你应该把这话去跟刘菊花说，错误面前人人平等,3
才发现这人说的是。,0
哈很好,5
哈哈！太靠谱了！,5
"真搞不懂你为何骂茅先生,赶红潮时髦?",3
有理讲理，我哪句话是骂人？我讨论亚当斯密也犯了自由派的忌讳吗,3
我这个特别二的表情,1
22更健康！,1
我勒个去。,2
知道我们多可怜了伐？,2
说明你丰满嘛,0
"米逼我毒打你啊,子亮仔",4
别忘了给我也梦一辆！,2
没问题要什么型号什么牌子,4
肿么会呀？很少有卖呀？,3
楼下小铺儿一箱一箱的,0
中国这是在被推着前进啊，国际这块施加了不少压力呢,3
推着能动就可以了，还指望多么主动吗？不具备基本条件啊！,3
我今晚也在陌生的环境，毫无睡意,2
我们都是可怜的孩纸,2
应该说衣服是有多少啊？,2
脸红地说，十一点半才开始干的,0
哈哈，有没有一声大叫，把要吓你的人吓到了,5
昨天晚上我叫他做蚊子的人肉诱饵，今早他实施了打击报复。,4
也算对，哈哈,0
早那正确答案呢,0
帅哥没疯帅哥失眠了,3
我呸，你还真上头。,4
哎哟，你又不是买不起。。,3
真买不起穷死算了,3
北京的烤翅吃遍了，还是我自己秘制烤的好吃,1
你说谁呢啊？！！,4
看不惯太多了！！,2
太是了。。虚伪能换来什么，搞不明白哪,3
讨厌、不来客人怪我俩呀、,3
你们不服从经纪公司安排想被雪藏妈?,4
还有韩真真出家，这世界怎么了？,0
整个感觉很扭曲！还都是超女。,3
小马哥加油。,1
真是喜事不断呀。恭喜恭喜,5
排了几个小时的队买火车票，人家说站票都卖完了,3
很明显的坑爹行为！,3
你记得和我保持网络联系，反正我无聊,2
你无聊马上买张机票找我啊,4
有个更专业性的词叫做社会性腐败,3
我们有责任挽救社会伦理道德的沦丧。,3
我在天津了不过感冒了！,2
那就回上海吧！别把流感留在天津,4
跟随你，牙尖到微博的任何一个卡卡角角,0
你们两个只牙嘛。。。,4
为什么冒着生命危险？,2
因为就在台下狠狠的看着我呢吖。。。,2
唉~内讧了~,2
你个死人头！叫一齐炮轰你！,4
哈哈，好白相，这小哥儿俩,5
欺负弟弟花招可多了，起初小的还蒙鼓里，被打了还开心笑得不行。,5
跟我家的包装不同，我是老版的？,1
应该是的啦，新版，最近2天才上架的,1
丹丹来到了我们浦东小普陀寺。,1
哈哈，他们大会结束就走了呢。那你没有留影了。,5
以后不跟你们喝酒了，要喝都先把你们搞定先！！,4
哈哈~~~,5
才发现么,0
恩，我脱离人间几多久了，哈哈,2
泥，我是七,2
哈哈开始还没有看出来啊`马上加,5
喜欢后面，哈哈,1
喜欢的真独特,1
乌冬面觉得很稀奇，最早在日本是寺院食物呀，怪不得呢,3
很喜欢吃面,1
他真是朵奇葩。,1
奇葩？！啊哈哈！,5
你到家了吗？我还堵在路上，郁闷。,2
到家没？好饿啊。周二没那么堵。,2
今年温差比较大,0
我更喜欢你原来的头像！个人观点哦。,1
所以你应该写日报,0
接受！今天开始写。,0
同意,0
什么时候我们约起来撒,0
你给相信我从明天开始减肥！！！,0
冒怪我直接、不信。,4
谁呀,3
哈哈我男朋友，昨天送他回家的路上笑的我肚子疼,5
请叫我睡神,4
"哈,睡梦罗汉",5
细细。你不是也来了嘛慢慢来萨..,0
来是来啦~奏是没你那神速咯~,5
不就是萝卜饼嘛,0
对的呀就是它感觉这个做的好丑,1
有点萧亚轩的感觉~,1
"哈哈.我最喜欢她了.但现在都不说我像她都说像杨幂了,诶我打小就长这样啊",5
为什么照片里都有他！,3
恩，主要黄总太潇洒了！,1
等你回上海亲爱的。。。,1
恩拍片用私人我不需要他不是我喜欢的类型你懂的,1
我也一样，早班，7点多就要起床,0
可怜的人们,2
哈哈竟然遇到你，谢谢祝福啦,5
哈哈缘分缘分啊,5
赞同,0
我爱你，但更爱自由,1
正在看呢…呵呵…,5
就是有点墨迹！,3
我怎么没看到这本子！,2
在放耳环架的那桌上,0
幸福就好，要为自己活着，爱就值得被祝福！,1
是啊，之前公众人物的角色太累了，公开后就释然了！,3
对呀，电影什么时候上？我可想看了。,0
东京电影节全球首映，然后就上。,0
时光不会温暖，温暖的是回忆。,1
对的，希望这种温暖会一直延续,1
不错。,1
饭后一支烟，伤胃又伤肝,2
在看书，无聊的…,3
加油啊！马上就可以见面了,1
珍贵的嘉宾啊,1
这个视频很值得一看！哈哈！里面好多有价值的信息！,1
不经看的近日会找小鬼聊星座聊感情聊什么相忘江湖相濡以沫的~~~,2
天秤男都跟朋友白头到老。。。,0
恶死,0
亲不要用这样的词汇形容我,3
"某人的言外之意只可意会,不可言传哦哦薛薛薛",1
恩，我觉得用(还是)是有比较的意思,1
你采购到凌晨？我现在出去买牛奶，不知道还有没有,4
没买回来整理，发现买太多都快放不下了！估计真的擦肩而过了~,2
我不可以和他在一起的话就不结婚！世界上只有一个他！,0
那么爱他为啥要分,1
什么时候也玩上微博？现在在哪里高干？,0
刚玩上..,0
你是一个有理想的机密,0
哈哈，谢谢,5
慢慢来,0
嗯，今天浑身无力的感觉还要明显些，老师幸苦了,2
这个是越策越开心唱的吧？那时候应该还没天天向上。,5
是么~是哦，忘记了我，最近脑子不好使,2
你玩得好激动啊，下、吓死全班人了,3
甘事实个游戏激死人啦。,3
啥玩意你粉我没,3
哈哈，今晚，约旦，不见不散,5
在我们那里也是，家人死了，家属放着千年等一回，笑死我了,1
你家是哪里的？怎么现在流行起这玩意了。真的都能抓狂！,3
不是否定他的才，是这货也是个轴人，下次他来深圳我喊你,4
还有这福利呢！太意外了,3
还好！离我较远！,2
一会下班路上你也会遇到大雨,0
我的神额这你还记得哈,1
哈哈！！！记性好吧,5
一次五一出行憋得我快哭了,2
我现在才想哭紧到得遂宁走不脱饿哭了,2
回头请你,0
我回头了，不见你请，郁闷睡去！,2
你也发烧了？,0
是的，现在打吊针中…悲催…,2
嘶喊来了再说==,0
我心碎了,2
你牛当然要从头看,0
嘿嘿~我要看第一季~！,5
恩恩着实吓到咱俩了。。。,5
你说咱要点儿什么补偿一下儿啊~,4
这叫妖？那您是什么了？你个妖精鼻祖敢说别人妖精,4
啦啦啦~！！,5
最爱你了臭小妞,1
哈哈我也爱你,5
在啊下次你回来请你吃可以勉强考虑顺便带上……,1
我的下次会很快，有吃神了。,1
首先公布你自己的财产,0
我是屁民，没有资格。,4
东秦的学子工作顺利~生活快乐~,5
愿母校越来越好,1
你用脚趾头也能想到，是阔粘的小帆帆,0
是可爱的帆帆啊！,1
为什么不买苹果的反正不是我拿，不用羡慕别人了,3
哈哈，我买给你哦，苹果,5
嘻嘻自私是一种好品质,5
不喜欢别人自私呵呵,3
他好像是真黑。,3
他怎么那么黑？他怎么那么黑？你说他怎么那么黑？,3
都是领导啊，一个都不认识嘛,3
"是呐,即使我在现场我也一个也不认识",2
嗯，是的。互联网基地。,0
广州的其它基地也会整合进来？,0
你最好不要活到70岁，免得自杀造孽。,2
神马叫自杀造孽？,4
跟你怎么混？开火车还是摘甜儿甜儿？,3
摘火车，开甜儿甜儿,0
潘总求求你了快死吧死了我们就有1000元一平米的房了,4
你怎么不死？你死了就不用买房了！,4
老师桃李满天下吖,1
希望能为国内金融业培养更多优秀人才。,1
这是在感谢我吗？羞羞,1
这个人名字怎么这么特别呢，都猜不出是谁了,3
这些动作不是会消耗热量吗？,0
消耗热量？不对吧！物理老师一直在说摩擦生热啊！,3
"推荐齐正牌狗屁膏药,一贴见效",1
去哪整这狗屁膏药呀,4
还是你聪明啊，谁叫我那时候那么呆呢，唉~,2
我用眼泪征服她的。。,1
想想也不是很好看,2
我觉得值得一看。城城在里面很有意思，还有王宝强,1
要我请你次饭不啦，自己考虑,4
话说今天中午就你给了我饭钱现在身上只有10块我怎么回家是个问题,2
不知道等下还不好就去医院换季肠胃比较敏感吧去年这个时候也是肠胃炎,0
可怜了，我表达一下心疼不会碍着谁吧？,2
左边那个是最好得！~,1
哈哈…隔壁两位都很好！,5
暗杀可以出动了,0
我们策划一下、分配任务,0
谢谢喽，我说的也不一定对！,5
各个都有各人的自由、也无权干预个人的权力、你说的一点没错、,3
"报纸只有天气预报是真的,法律只有公平公正那是假的.",3
金刚战士很小女人是真的，小猿人蛮爱凶人是假的。晚安,1
厉害，能锻炼宝宝哪些本领呢，还是只是玩呢。,1
音乐，追踪物体~~动手操作然后就是娱乐性了,0
这样都让我找到你。我太佩服我自个儿了。,5
搞死了，我老公发给我看，我都吓到了。,4
带的呀我们啥时候也走一个？,2
好的，叫上何知雨，我一定要把你干趴下，哈哈哈,1
哇读研的孩纸~加油,2
太委屈。。,2
我也想去啊。,2
我们有要事要谈，下次带你哈听话,1
啊，是小偷吗？,4
哈哈是我们工作没有做到位偷走了我们的玻璃,5
我们也需要你！你有时间过来！,0
找天来，这几天都在忙着什么职业生涯规划大赛。太想念你了,2
这下你们不能带它们出来嚣张喽,3
怕么啊！照搞~,3
人家美国就是这样啊你不能以你性生活的尝试去评论美剧的好坏啊,3
你们美国的布宜若斯爱利斯也是这样民风开放么？,3
我明天也去咧，要不然偶遇一下？？,5
哈哈！一切随缘捏！,5
不错，比上次有进步，勾得我也决定重新拿笔了。,1
哈哈，自从上次练完这是第二次,5
好吧，瓦素奥特曼!,1
哈哈。,5
赶紧买,0
赶紧不了，在三十岁之前买辆车把,0
为嘛你们回学校都可以住宿舍！,4
咱有人还读研嘛，去他宿舍蹭床来着。,4
谁叫你要收盒子…,3
谁叫你们要包装!收礼只收裸礼!!,4
好吧。。有神马笑料了噢？,5
讨厌，不理你了。,3
你心情不好？,2
也不是就是很多事想跟她摆,0
哇塞！这是哪里啊，看着很好吃的样子,5
不错吧，算解馋了吗？就差你来扒了,1
我记得你很白,1
我一直都是不白的吖..只是今天看起来快像个菲律宾妞叻,1
以后应该座整点的,0
恩，下次改改！,1
自称老子的呢？,4
438的啥不敢自称啊。那么奔放。,3
你那个肚子，不能再瞎吃了!,3
唉，是啊，但控制不住的嘛,2
雷母岛是哪里的？,0
龟龄岛旁边的一座不知名的小岛，雷母岛是我们取的名。,0
我也听到了,0
果然不是错觉么……,3
俺李家出点败类也不带一竿子扫倒一船人的。,3
对呀，老阎这家伙分明是借机，攻击咱哥俩嘛！,3
冤枉啊，昨是没办法啊。大连还来了个好朋友也找我我也没去啊别生气乖,4
我伤心的飞了,2
又加班,5
准备走时，又被人叫住了,0
你做做不一定能做出可以出给朋友求一乐,0
本人小学就做过了！,0
见到样板两个字么,0
果张系我自己上网单落来噶，我果张拿去换钱拉！哈哈！,5
我回广州了，早说嘛,2
呵呵那今天去哪里玩啦不用上课,5
这种悲情剧我才不看,2
是那种诡异的惊悚片，挺好看，有内容,1
明天继续咯~,5
现在擦头费涨价了你怎么也得让我赚个起步费吧,3
这我还没吃它它倒喝上了,3
大师是三句话不离求偶本行啊,0
亮点自己找。,0
又真系好贵喔富二代的范儿呢,1
他妈的，你什么品味啊,0
不信你去做个民意调查，我说的这个可能也算是最普通一个了,3
收礼物，碰到一个是一个,0
今天危险嘎…回家都七点多啦…,5
